category,tid,bvid,title,desc,pubdate,owner_mid,owner_name,view,danmaku,reply,favorite,coin,share,like,dislike
动画,253,BV1mV4y127Ju,黑深残拉满！美国奥特超人有多好看？《奥特灭伽》第二章,,1686308700,7487399,努力的Lorre,1313963,4431,2173,25903,58777,1760,195502,0
动画,25,BV1Wh4y1G74h,账号已被盗,借物详见片尾~,1686312000,11073,hanser,1877982,1699,3127,45411,30427,9901,245331,0
动画,253,BV1to4y1N7Z6,新番时光机！一个时代的开启！10年前的观众都在看什么神片？！「2013年4月篇」泛式,"新番时光机，回顾十年前的动画！本期为2013年4月

往期：
BV1ws4y1p7k9
BV1Eg411v7a1
BV1gB4y1V7sz
BV1mR4y1A7Ey",1686398902,63231,泛式,845092,9908,4813,25641,69477,5887,127494,0
动画,47,BV1ro4y1E7c3,【warma】捣蛋！我偷走了怒九重要的东西！,"脚本/绘画/配音/视频：Warma
哼哼！让怒九感受一下找不到东西的焦躁！我把她的宝箱偷走了~
等等，怒九好像正在找来的路上，我先溜了！",1686283200,53456,Warma,800822,900,1538,24199,27455,2255,112516,0
动画,210,BV1Nu4y1f7Ra,【定格动画】美依礼芽竟教我的模型跳舞！？定格应援 极乐净土,"均为单人拍摄
临近毕业啦，一直在弄论文的事情导致更新慢了一丢丢，再加上复阳真的一点点精力都没有，熬夜拍完剪辑完，已经可以看见灵魂了。希望大家可以多多三联支持一下。
求三联 求三联 求三联
借物表：
R魂 风灵高达
R魂 独角兽高达
RG 牛高达高达
FRS faiz
R魂 初号机
HG 强袭高达
舞蹈动作：
BV1us41137Fd",1686152516,16935004,了不起の磨咕比,1238950,1495,2256,26431,79699,13669,127898,0
动画,210,BV1nM4y1Y7wf,最帅的假面骑士？一口气开箱空我全形态！万代 SHF真骨雕,想让大家都有笑容！所以，请看着吧，我的变身！,1686225600,4242174,炒蛋车间长,1330855,1898,906,13342,11787,2060,105699,0
动画,47,BV1XW4y1X7EL,有人能说出关于你的一切，你会相信他是穿越的吗？,"书：《天地神算》番茄小说app
剧情复刻，冲！",1686235435,385239922,半勺大西瓜,828478,829,427,15754,1436,314,91278,0
动画,210,BV1Fh4y1R73Q,抱歉，我抽到真的了！【星穹铁道|定格动画】,"-本视频全是私货，不含任何原作成分<(*￣▽￣*)/
-拍绿幕时发饰掉了请无视23333333
-手和手办同框实拍，片长最久的一次实验
-可以算作马戏吗？全部都是脑补拍的没有参考，但肯定平时看得多会有一些雷同和既视感，拙劣的模仿
======
借物表：
手办全部事项请咨询﻿@阿福酱酱油 
手机铃声 BV1de4y1X7SJ
EVA2233键盘",1686283200,2017611,利利那TD25,568636,446,754,15036,28701,2884,81676,0
动画,47,BV1ac41137fa,银狼：不要按啊啊啊啊啊——！！【星穹动画】,"这一天，开拓者纠结银狼后背的那个按钮

CV
配导统筹-小鱼干
银狼-越真
开拓者-小鱼干
三月七-江时暖
丹恒-奎子",1686133200,3211302,艾尔十六,1296832,2581,1136,31886,17196,4041,121107,0
动画,47,BV1Yo4y1T7Qj,【动画吃播】在七圣召唤比赛输给心海跑来乌有亭狂炫油豆腐的八重神子大人,目前为止，音质上最满意的一集,1686218400,1885113580,糯糯团的饭桌,638076,769,913,17243,20164,3660,77061,0
动画,47,BV12h4y1G7Xg,💜漫游紫色星穹，你选择谁？💜【动画MEME】,"求三连！求三连！求三连！祝大家顺利上岸！百分百弱点击破！紫定能行！
小狐兔白毛MEME指路：BV1oG411F7B9 
粉毛MEME指路：BV17B4y1J7vW
风男MEME指路：BV1a24y147aP
BGM：Start Again - OVSKY",1686304800,1118188465,在下小狐兔,541001,769,746,47609,23320,2132,116687,0
动画,27,BV178411Z7LZ,B 站 游 戏 玩 家 行 为 现 状,"你游戏里的老婆是谁？让我在评论区康康各位的XP～
玩家的玄学运气，赞者有份呀～",1686304800,321422126,进击的金厂长,660337,690,375,8054,7135,416,71362,0
动画,47,BV1qo4y1M7Kc,【星穹铁道】银狼：这年头好好做个直播这么难的吗？！,"银狼直播间爆火事件始末

————————
本期CV：
银狼/卡芙卡/三月七：@演员家辰  
开拓者/流光使者：@苏子芜呜呜呜呜 ",1686132000,287551041,一万根韭菜,834030,589,770,24929,12216,3788,128184,0
动画,47,BV1V14y1Q7vZ,这样老师就看不见我作弊了,"祝各位考生都能取得自己理想的成绩！！！('ヮ')
———————————————————————————
你的每个（三连）必将是我更新的 动力！！！ (｡･∀･)ﾉﾞ

顺便告诉你个秘密：将我设置为（特别关注）可以第一时间收到推送喔喔喔！！！

还有...这个UP好喜欢看弹幕和评论的，呜呜！！！
———————————————————————————
求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓励！求三连！求鼓",1686283500,475304452,生姜蛋包饭,617523,896,512,9447,15607,828,75853,0
动画,86,BV1Uo4y1E7mQ,扛着音响登场！,,1686227718,365188862,貂蟬的腿毛,714959,310,1040,15502,12756,5248,105268,0
动画,24,BV1aM4y1i74D,六年前B站全是这种视频！！!,"时隔半年的综漫填词，如今做MAD真的是用爱发电了，喜欢的观众三连支持下吧~
原曲：群青
企划：动漫唯美风
词作：萌宠教主
唱见：黛烁
后期：Yumu",1685676900,1826871,动漫唯美风,3135449,8902,7221,232152,312216,19072,548975,0
动画,27,BV1J14y1Q7TJ,个人制作 火影·终结之战,"花了半年时间制作的个人二创火影mad，圆了自己的火影梦。

借物表：火影忍者漫画 
 			   コンプリケイション(复杂人生） -ROOKiEZ is PUNK'D乐队。",1686311820,11253138,二零退三,322695,305,826,16259,31923,1669,46934,0
动画,253,BV1yo4y1K7Ch,师傅的强大全靠徒弟想象，孙悟空被忽悠成超级赛亚猴,,1685938529,404063636,白琳漫馆,3401092,530,99,111978,5326,122,21303,0
动画,47,BV1kW4y1X7Xh,【原神】旅行者也想拍Sad Cat Dance,"考试辛苦啦！！！画点你们爱看的补补♥
（反正不是因为我想看（（",1686308400,507085963,比彼,342280,472,288,31136,8513,1843,83706,0
动画,47,BV1Sc411379x,哪个小朋友还不睡觉？😡👉,,1686294000,20817739,迷一风,844740,242,692,14308,2420,4811,85252,0
动画,47,BV1BL411i74u,好想一直和宵宫姐姐在一起呢！,"B站的小伙伴们大家好啊！新的视频又和大家见面了呢！
3.7版本宵宫的传说任务想必大家都体验过了吧？
这次的任务真的给我留下了非常深刻的印象，宵宫那纯真善良的心让我久久不能平静。
宵宫搀扶着小女孩，相信着小女孩心中的童话，陪伴她一起，重温了属于小女孩过去的那份感受，真的是令我感动落泪.
所以在这期视频中，我尝试使用了全新的画风，去重新演绎这段宵宫的传说故事
也希望大家能够喜欢我的这个新视频！让我们一起去找寻那份属于每个人自己所能能及的幸福吧！",1686283200,1740827542,KKOMDA,367238,241,798,17413,30346,1318,68102,0
动画,47,BV11c411u7er,你还相信现在的爱情吗,原声来自@Q同学,1686383366,431313625,小蓝和他的朋友日常号,650197,723,2172,12503,4767,1900,102020,0
动画,47,BV1Wu411W7Ps,【原神手书】璃月宝贝-开心宝贝OP还原(100%还原),"制作不易，如果觉得有趣请多多三连吧。UP是去年才入坑原神的，然后玩的也比较佛系，就了解了下璃月的剧情和人设啥的，感觉可以和开心超人梦幻联动，就开始做了。（如有错误的地方真心希望大佬能够指出）希望大家看的开心。
制作软件：AE PR
感谢：UP主 头大动画 的灵感启发
UP主 Dazeroyuu 的胡桃跳舞素材
米游社作者 第一鸽姬 的层岩巨渊素材",1686017400,34611143,致明笑笑,730513,702,1100,23886,21525,13164,79972,0
动画,253,BV1nN411y7Kf,海贼王1086话完整解说：五星武神震撼登场！圣母烈焰毁灭一切！伊姆召唤最强战力，神之骑士降下裁决！,"红发：再不努力，就要回去当天龙人了！

图片来源说明：
视频内容及封面使用的图片素材来自于网络搜集，素材不作为商业用途，版权归属于原创作者，仅供交流学习，部分图片来源无法考证，如有问题请务必直接与我联系！

有趣的视频推荐：
《海贼王最终秘密：乔伊·波伊完整分析》BV15i4y1277p
《海贼王动画幕后故事》BV1iy4y1T7et
《探秘“天王”乌拉诺斯》BV1so4y1U7CZ
《海贼王尾田创作史》BV1tS4y1w7YY",1686218850,488779255,动漫作业本,757074,2090,1829,2153,5491,1527,34504,0
动画,47,BV1Am4y1v745,谢谢你...小夫..我已经不想再卷了,"没梗硬更之小夫限时返场
喜欢的同学可以点个三连鸭
喜欢的同学可以点个三连鸭
喜欢的同学可以点个三连鸭",1686372699,24478119,路路迷路路,535696,730,523,3478,6857,1032,60062,0
动画,27,BV1Zh4y197dA,光头强：“翠花以后的孩子都得姓光”,-,1686284036,1197061705,熊出没BronsBear,488225,496,297,6920,711,2058,33687,0
动画,27,BV1vz4y1v7yY,关于我消失的这半年间都做了什么?,"2023年6月7号晚上的录播，回归直播！

・・・‥‥………………………………………………………‥‥・・・
你好！我是冰糖IO~
我既是UP主也是虚拟主播（个人势），同时还是3D动画师哦！
可以制作的视频类型有：动画、音乐、游戏、配音、虚拟现实。
我想使用各种不同的技术为大家带来激动人心的视听体验，目标是成为你的快乐源泉⟢
感兴趣的话就关注一下我吧!!!(*˘︶˘*).｡.:*♡

冰糖IO的bilibili空间：
https://space.bilibili.com/198297

冰糖IO的直播间：
",1686147154,198297,冰糖IO,1015146,3833,6076,12668,25951,5661,75351,0
动画,25,BV18o4y1E75u,布洛妮鸭，你能再嘎一次吗？,,1686303529,545004269,邱人Lin,716318,118,385,6814,845,637,57563,0
动画,253,BV1Nj411X7ww,动漫高考答题赛！二次元浓度之战！看看谁才是动漫学霸？,动漫高考答题赛！邀请了几位特别嘉宾！看看谁的浓度更高？,1686370633,216025,尕丶天堂,292828,12055,1752,5973,11163,1690,35324,0
动画,24,BV1qz4y1v7YJ,【千束泷奈/アイドル】我推的千束泷奈,【千束泷奈/アイドル】我推的千束泷奈,1686108673,6726529,冢本灬八云,351419,230,595,15447,12152,2994,31359,0
动画,253,BV1Bk4y1p7Cs,鸣人结婚时收到的奇葩礼物，一乐大叔最豪横，宁次才是真“懂王”,,1686128928,672645797,大雨爱吃蒜,648794,1115,515,7278,2570,117,35627,0
动画,47,BV16N411C78x,十年前的高四某天，我收到一条短信,-,1685964071,692013548,谭盐,1694596,1927,5042,37464,22346,12564,248322,0
动画,47,BV1Vh4y1x72M,好 热 啊 啊 啊,最近真的太热热热热热了啊啊啊啊,1685888909,3579852,画豆丁的清篁,896908,218,581,21269,4320,9643,160490,0
动画,27,BV1oo4y1K7kD,你们认为谁最大？,大家给个赞让我白嫖下奖励金吧，感谢支持！,1685960913,11549986,宇宙奇观之星球动画,3670789,198,172,64163,1286,199,25784,0
动画,24,BV1Qu411a7Gz,AE启动 答辩剪辑😇😇😇,"你好
今天生日了，吃下答辩",1686149081,183718978,Origami折纸哟,309307,142,380,16500,1835,1848,63314,0
动画,47,BV1bz4y1v7BQ,银狼：我和卡芙卡怎么造出了这样的人啊！,"努力尝试了下微动逐帧，下次会做越来越好，快进到做出炫酷的动画

原画：桐漾、H、霜叶、@铭心Creator  
色指定：@纸欣Dream  
后期：桐漾
配音：银狼、帕姆-@萧秋子qiu  
开拓者、姬子、卡芙卡-@狸狸星星 ",1686283200,6762654,桐漾,345294,438,276,8909,2002,266,31932,0
动画,27,BV1is4y1e7MX,这就是 青梅竹马搜 的感情吗,还记得你们小学同桌的名字吗？,1685948617,3493285347724003,虫二动画城,1124848,648,445,6115,988,398,65979,0
动画,47,BV1m8411Z7Nr,[菊草TOON] 被渔夫抓住的人鱼公主,"❤点赞❤关注❤评论❤

商务合作：
jjaltoon@bigpicture.team",1686301200,507866514,JJALTOON,376411,857,786,5095,2493,723,26523,0
动画,47,BV1to4y1E7FQ,第一天当特工…但炸弹带错了。,"我是碳碳！在和花花做搞笑动画视频！谢谢支持呀！求三连求三连求三连! 
这次是“特别”的一期！（托大家和星穹的福让我和花花演了一下特工！(●'◡'●)
银狼真滴帅！！",1686369600,406871371,捏碳碳碳碳,295991,799,518,4193,3445,311,40378,0
动画,253,BV1PL411B7RX,动漫瞎扯淡：不知道在说啥 但就是想说,"动漫瞎扯淡：不知道在说啥 但就是想说   
喜欢的话 三连一下吧    b站的二次元 越来越少啦",1685533886,11498527,木叶铁头娃,3545424,980,855,98652,14612,1448,211681,0
动画,27,BV1Tu4y1Z7md,光头先生的家,-,1686043362,1164698984,下山的熊王,2063141,6,22,22187,482,6,3428,0
动画,27,BV14h4y1G7e9,“一二三跳，跳进染缸，游向死亡”,"BGM：缸 —— 草东没有派对
初听就感觉和恶魔人太搭了，光速开动~
视频不长，如果你能看完，我会很开心
希望高考的宝子们能取得好成绩，天天开心",1686301200,33159593,努力の巳宝宝,200162,726,823,9835,8476,1207,24882,0
动画,27,BV1zo4y1E7s3,7月高招A青年长门！动漫全技能表现效果展示！,提前祝所有三连的小伙伴抽青年长门时，都能欧气满满！50抽首付直接出！,1686305260,95845925,帕克统一忍界,585640,707,1021,733,552,1045,17227,0
动画,27,BV18k4y1s76F,我的脑内的恋碍选项 OVA,OVA 也就是第11集,1684856290,3493291144251393,旧村子的残党,1647905,90,71,51631,2051,24,7541,0
动画,47,BV1Qu411a7gd,【原神绘本风】小提的巡林奇妙夜~！,"「从前有一只来自化城郭的小狐狸，这是关于它寻找祖先的冒险物语…！」

将将~！这次帷幕娘跟小伙伴们给大家带来了一起童话绘本风格的原创小故事！
从构思到创意，我们想了很久，没有什么是比冒险故事更能让大家兴奋的啦！
希望大家喜欢我们这次的尝试，如果大家喜欢的话，未来我们也会创作出更多精彩的绘本向小故事！
今后我们会上传更多高质量的作品哒~！给个三连救救孩子吧~！
关注我们会看到很多好玩的东西哦~！⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄

【企划】：帷幕VMovie
【监督】：多刺
【分镜】：多刺、豆七
【绘画】：豆七",1686301940,2169841,帷幕VMovie,200268,861,239,16711,6363,2577,35165,0
动画,27,BV1Dh4y1G7Bx,为了赢小孩子一场游戏，黑塔女士也算是忍辱负重了,,1686138957,491212437,在下看不明白,444723,90,436,6992,406,311,61540,0
动画,253,BV1qh4y1G7WR,氰化欢乐秀：他们说战争的谎言持续了4500年，直到女人出现在战场,,1686223920,1084672528,预见电影up,455354,56,99,1613,220,40,28059,0
动画,27,BV1e8411Z7qB,史上最邪一家人！看别人一眼 被判三年《冷面天使》,敢偷活阎王的家 你不要命啦！,1686191400,348989367,沫子瞪片,326027,734,376,4452,3679,213,26654,0
动画,25,BV1Wm4y1q7ZA,【星穹铁道】你们星核猎手，谁会弹吉他？,"节目效果需要，刃哥动作幅度夸张了点^^实际不会表现这么激烈
……
…
对不住了，Bladie！

借物见片末
原版视频来自推特，原作者已经删了，无法贴出链接
音乐：Alex Fox - La Galleguita",1686281400,7167497,WildKoko木可,357365,87,267,9441,511,2338,48903,0
动画,27,BV1U14y1U7vB,日本萝莉在家被邪教推销找上门 伪装成中国人躲过一劫,"https://space.bilibili.com/401480763
真白花音的个人空间
制作人员：木木枭 大脸盘子",1686189600,657516,绯吧official,517949,551,2958,2020,154,479,17824,0
动画,253,BV1vk4y1p7yN,他的攻击能让对手无限变强，这指定有点大病,,1686289124,4969415,大板牙晃眼,1050542,59,107,2304,80,48,13105,0
动画,253,BV1to4y1T71q,咒术回战225话完整解说：五条悟再陷生死危机！,"『死灭回游：225话』
进化or死亡？
BGM：
Kyle Xian - 廻廻奇譚（TV动画《咒术回战》OP）呪術廻戦钢琴版（翻自 Eve） 
Yoga Style - Chris Haugen 
Final Boss - Myuu 

图片来源说明：
视频内容及封面使用的图片素材来自于网络搜集，素材不作为商业用途，版权归属于原创作者，仅供交流学习，部分图片来源无法考证，如有问题请务必直接与我联系！",1686238528,1057241855,五个光,409572,623,3009,1203,2786,915,20070,0
动画,47,BV1Gh4y1V7JH,【极速版】为什么高考成绩，要在晚上的时候才公布呢？（男女慎入）,"灵感来自地图君official

假如给你60秒·

如果你喜欢本视频不要忘记三连连！UP在这谢谢你啦",1686363706,524146880,欧空阿,383402,226,905,7052,11787,249,40766,0
动画,27,BV1Jh4y1R76f,【我的幽灵女友官方】#17 教你如何有效吓鬼,*请不要转载我的视频，中文版在陆续制作中,1686283500,3493262958529471,dsand00,458271,83,132,3468,616,109,49937,0
动画,27,BV1NM4y1Y7wi,穿越平行世界对钱没兴趣，被误会成贫困生,,1686208387,3493114761185512,漫画动漫大集合,207782,11,1,15917,195,3,1088,0
动画,253,BV1jP411Q7Zm,目睹一起凶杀案？凶手假扮警察找上门，我该怎么办！,目睹一起凶杀案？凶手假扮警察找上门，我该怎么办！,1686206512,3493095712754397,哇咔-讲解,330030,165,8,9834,217,2,914,0
动画,253,BV1dk4y1s7kp,《高武：登陆未来一万年》你以为穿越很好，穿越后还是要考数理化，你怕不怕。,-,1684634391,249060952,小染说漫画,785611,19,12,69831,3266,15,8438,0
动画,47,BV1bo4y1E7RR,Toxic【Emoji】,-,1686221188,525846584,虚假的朋友-虚鹏,206954,41,153,14842,2272,603,38869,0
动画,47,BV15s4y1v7LY,秦始皇能吃到冰镇西瓜吗？,,1686217815,631880641,虫小绿好文化,553234,120,225,2995,164,35,29653,0
动画,253,BV1io4y1E74N,以为已经分手的伊织向千纱提出复合，结果被强硬拒绝分手了（？）【碧蓝之海#59】,"求求你们原地结婚吧
原作可在哔哩哔哩漫画阅读！
做得很用心哦！求三连！（一半是直播做的）",1686231402,382153768,阿阿阿阿伟蜀黍,308984,1181,725,2700,8586,608,15908,0
动画,47,BV1Ls4y1v7Zn,河床干枯惊现八十八佛，堂哥离奇死在其中,,1686218400,86705186,舔狗仙人,312721,331,342,5378,1300,138,12099,0
动画,47,BV1dm4y1i7ze,我要打败心中的欲望……打完了,"我xp哪里怪了？我xp很正常的好嘛

毒霸姬：@CV小鱼干 ",1686369000,2196632,兰矛RS,269333,253,302,4173,1770,228,28352,0
动画,47,BV1BV4y127tV,【Michinoku-Toge】众筹宣传片,"自制动画【ミチノク峠/Michinoku-Toge】
现于kickstarter开始众筹！
众筹链接：https://www.kickstarter.com/projects/michinoku-toge/michinoku-togeanimation-project?ref=2jb443
（内含中英文翻译）

我的推特：https://twitter.com/kazu4500

我的油管：https://www.youtube.com/@Michinoku_toge

个人制作不易，希望得到各位的转发与",1686218400,360366928,カズノコ-kazunoko,212793,43,199,10116,4680,1177,29624,0
动画,24,BV1cc41137LH,霞柱再度超神！霞之呼吸·七之型，秒杀上弦之伍！“如朝霞般绚烂，如晚霞般短暂”【无一郎/ 𝗖𝗮𝗹𝗹 𝗼𝗳 𝗦𝗶𝗹𝗲𝗻𝗰𝗲】,bgm：call of silence这期是霞柱个人向混剪，因为封面内容问题所以下架修改重投了，感谢那些三连过的小可爱们了~还是把这首歌的全曲给做出来了~,1685958797,5687194,银发の半精灵,770270,934,954,20082,19890,2395,63234,0
动画,47,BV1Fh4y1V7QH,撩人力&抗撩力测试！假如养成系狐狸恋人越长越撩，你会躺平任撩？寡王附体or反手调教？,"稻妻恋爱互动第二弹，八重神子大人参上~（想做这屑狐狸好久了）
Ps.本期主要为互动游戏娱乐向，大家不必对测试结果过于较真哦~祝玩的开心

配音@萧秋子qiu ",1686396000,396848107,不愧是姐姐大人,241723,4318,1847,5433,3727,2015,24714,0
动画,47,BV1rz4y1v7Vq,甘雨：阿晴那我可就不客气啦！！〖白白剧场〗,"rua！来哩来哩~甘雨姐姐来哩
喜欢的给白白一个三连支持鸭ovo
配音还是鱼鱼鱼鱼鱼鱼鱼鱼",1686294638,23945810,爱抽卡的白熊,226222,352,426,4970,5335,346,25328,0
动画,47,BV1Ch4y197QM,【原神】旅行者，那我们的呢？,"本期画师：@我是猫客  
后期：@阿骨丶  
CV
刻晴/柯莱：@狸狸星星  
绫华/优菈：@扶安呐  
旅行者/提纳里：@SHER__Locked ",1686197545,160972207,NZ75鸽,255964,226,153,8007,1918,1614,19480,0
动画,27,BV1qo4y1T7tH,【6小时】一口气看完《咒术回战全系列》 全网最细致深度解说，重温热血经典,,1686234579,281087606,子源动漫,305479,1032,185,10600,2049,207,23040,0
动画,253,BV12k4y1p7tH,遇到有人时间删除怎么办？如何对抗不讲道理的绯红之王？,最近的视频替身跳舞都没人发眼前一黑了，没道理的，这次多跳点。,1686304800,36834263,笙声的声,231699,1407,997,4889,2610,523,20865,0
动画,47,BV1Kc411G7XX,【Amanda the Adventurer 动画】什么鬼...？,"--------------------------------------------------------------
这里是GH'S动画官方账号，所有视频禁二传二改。
动画剧情不上升游戏，喜欢的话别忘了一键三连噢",1686306600,1823325679,GHS动画,692151,75,141,2154,819,205,16340,0
动画,47,BV1NN411k7bC,【原神/八重手书】Dirty,"BGM:Dirty
绘画:獄遊刑
视频制作:@风吟Asakura  

想表达的东西太多了。
谁能能拒绝一只粉毛狐狸呢。",1686130200,41312446,狱游刑,156631,81,302,17730,8119,777,25800,0
动画,253,BV1RN411r7Ge,【虾说：氰化欢乐秀】刀神与本神相比又如何,,1686190878,2142996673,放学聊影视之老虾唠唠,394666,93,50,2489,95,11,17580,0
动画,47,BV1Qh4y1G7Ma,我曾七次鄙视自己的灵魂,-,1686149882,35426223,倾颜墨安,173547,62,158,15276,2547,318,34756,0
动画,253,BV1DN411r7Cj,炭十郎的天赋极高，没有加入鬼杀队，但实力却早已经达到了柱级,鬼灭之刃！持续更新！多多三连支持！,1686312041,44150673,真香动漫解说,393163,129,467,1163,139,48,18044,0
动画,47,BV1zz4y1v7js,【MBTI动画】嗯？你们晚上怎么都不睡觉啊？丨16人格全员丨原创剧情向,"我的天呐，画了一个多月的视频，终于终于终于终于做好了！！(≧▽≦)
首先给大家说声抱歉！因为我生病所以视频推迟更新了sorry！
然后有很重要的事情要告诉大家：
16个人的都会参与主线的剧情！！如果感觉镜头少，可能是属于他的故事和高光还没展开到！请大家不要着急！
同种颜色的朋友们默认的关系是像家人一样！视频中会有交集相对较多的人格，是cb或cp向请大家自由心证(❁´◡`❁)*✲ﾟ*

【🌟警告警告！以下简介会剧透！】
为了避免大家看不懂，还是先解释一下！故事中因为infp的溯洄能力，一共会产生三个轮回，现",1686306055,1663805337,雨言在吃糖,120203,2243,1256,7056,9144,1903,17097,0
动画,27,BV1ah4y1G7Bo,游戏王V6/26：因为儿时的经历太过糟糕，游作成为了主角中的另类,,1686238721,437969210,暴风讲剧,329407,53,88,1643,91,40,16799,0
动画,47,BV1Mu411W73K,【轰】我被人监视了？？！,整个小段子！！这周还是照常更新哦！,1686050384,3493089977043464,米尼麦泥轰,579533,188,159,9325,594,55,17491,0
动画,47,BV1eh411w7AW,忌日这玩意又不浪漫,原创：@省油老灯 ,1684597370,647175132,Cheems降临,3961415,4861,7275,166081,131970,33012,471927,0
动画,27,BV1CL411i72Z,宝可梦式求婚,-,1686268538,299607691,若御QAQ,277981,49,247,5532,1151,1100,40320,0
动画,27,BV1r8411Z7qZ,假如李白穿越到现代参加完高考,假如李白参加完高考,1686380548,28189849,山里的山山,522723,68,166,1859,202,30,34281,0
动画,47,BV15s4y1v7ZV,2023届广美二维动画毕业设计《绿舟》,"四人团队，纯手绘动画

Debu贰兔：编剧/策划/分镜/剪辑/原画/动画/勾线/上色/后期

果冻鱼liank：作监/气氛图/场景概念/色彩指定/后期/场景/特效/海报

SHeNG_Hzu：主美/角色道具概念/分镜/二原/勾线/场景/字体/策展

术青争：  制片人/勾线/上色/后期/剪辑/字体/角色配音/策展

音乐 音效：南京洛神清音文化传媒有限公司、清黛音乐工作室

作曲：清黛半夏 TS小J

特别鸣谢：B站寻光扶持计划

动画专业太好玩啦，下辈子还要学动画！（陷入癫狂）",1686225480,37738102,Debu贰兔,114044,321,395,7874,10498,1335,15871,0
动画,27,BV1Xk4y1W7jT,童年那么长，原来也就一首歌的时间啊！,,1685574000,456664753,央视新闻,3855535,50026,17044,160830,231754,68540,500406,0
动画,47,BV1rc41137RX,看完心情会变好哦~,"不要为了意义去生活，因为生活就是一切！每一个被你记住的日子，都将成为生命里不可复制的那一天。

BGM来源：hansatom_-_Dirtbag_1",1686063839,1195284234,李白尼的猜想,506453,503,462,23253,6752,1179,56185,0
动画,47,BV1zX4y1t78N,你们拉特兰刁民就是一群瞎子！！！,-,1686279993,457761794,帅哥伊斯买裤衩,377518,268,1041,1753,755,1295,38563,0
动画,27,BV1Ru4y1Z7is,原神怎么你了,,1686283980,1265680561,永雏塔菲,362187,350,2121,3657,2634,11723,27491,0
动画,47,BV158411Z7mG,太阳女神不化妆，变成月亮婆婆。《太阳女神》,太阳女神不化妆，变成月亮婆婆。《太阳女神》,1686111703,391961141,量子小熊猫,620719,1,0,4537,62,0,346,0
动画,27,BV1uP411Q7i9,战斗民族的奥斯卡最佳提名动画！,,1686225940,386068738,我似不是菜鸟,373782,60,84,931,74,36,8376,0
动画,27,BV1Cs4y1x739,阎王大发慈悲，把作者送进烂尾小说改写故事【被迫成为反派赘婿】,一口气看完系列,1674432000,3493088823609396,哒哒漫画,787610,0,4,30329,674,2,3105,0
动画,253,BV1Vo4y1g7hM,海绵宝宝中出现多次的老奶奶，居然是这种身份！,-,1686044584,1854028862,锅锅漫剪,1417808,43,20,2401,56,9,2470,0
动画,24,BV1FV4y1S7rP,你很好懂嘛少女！,,1686284822,196838036,白井黑梓,357703,28,351,3565,295,184,30424,0
动画,253,BV1wh4y1x7wb,比奇堡惊现水母丧尸怪,-,1686055556,1506083581,青风动漫,585659,46,0,1646,22,0,110,0
动画,27,BV1mc411u7yQ,70w知名主播转生成新V会有人认出来吗？！,"给现在沸沸扬扬浮躁的V圈和自己来一点小小的忠告
正视自己，不忘初心，无限进步🥰
每日提升V圈正能酿（1/1）


视频：notbad不坏w",1686394479,163653,尼奈nine_Official,247340,526,725,1997,3598,364,21400,0
动画,86,BV178411Z78L,“他虽然不是人，但他交的税比人还多！”,他虽然不是人，但他交的税却比人还多,1686302974,447662586,晴天Ultraman,221489,276,1007,3548,972,113,20578,0
动画,24,BV1au411W7qp,⚡️狼宝：“酱紫剪？你别想抽到我啦！”⚡️,"来！给狼宝整个活儿~
BGM：addiction
素材：星穹铁道 沙雕群友表情包 b站热梗等~
借物表：模型：米哈游/神帝宇/5940-DIE MME：そぼろ/Manashiku  动作：可乐加糖 sukaretto gonzales
谢谢叶子渲染
求推荐！！！",1686108600,11255948,Baka恶魔,420172,465,1009,16964,8823,1192,62741,0
动画,47,BV1SN411r7ec,哪有人考试这样作弊的啦！ ？,"大家喜欢这期视频吗？ ？喜欢的话一定要一键三连呦
下台一鞠躬ﾚ(ﾟ∀ﾟ;)ﾍ　ﾍ( ﾟ∀ﾟ;)ﾉ",1686304800,1292993305,阿城和雪儿,247293,302,132,4157,583,52,11070,0
动画,47,BV1aW4y1X72Q,【重返未来1999】𝓣𝓱𝓮 𝓛𝓪𝓼𝓽 𝓯𝓻𝓪𝓾𝓭𝓼𝓽𝓮𝓻 𝓸𝓯 𝓽𝓱𝓮 𝓒𝓮𝓷𝓽𝓾𝓻𝔂,"爷真好看，汀门！！！
描改原作：sm26715286【きじねこ×Gero】诈骗师Rock
角色出处：重返未来1999 斯奈德 维尔汀
企划：久远丶酱 作画：矩阵映画 后期：穹空悠远",1686369600,13689353,久远丶酱,85979,218,274,8192,5158,1434,18251,0
动画,210,BV15u411Y7Es,688能否再现童年的感动？械炼司创装铠甲勇士召唤器!【虾米大模王】,去年械炼司在创装帝皇腰带出货后，马不停蹄的公布了创装系列的第三弹，正是最为经典的光影铠甲召唤器，不过这出货一等就是大半年，来看看这款688的召唤器能否找回当年的感动~,1686283200,39101587,虾米大模王,244422,1756,1433,2705,1901,2529,13467,0
动画,27,BV1wL411i7jn,果宝忍者,-,1686012112,307783136,决绝的感情,362787,151,215,7782,4161,1499,46793,0
